Text,Sentiment,Score
"Ten Hag: ""Mourinho ve ben son yıllarda birçok kupa kazandık ama her yıl kendinizi kanıtlamak zorundasınız, bunu yapmazsanız eleştirilirsiniz, bunu biliyoruz. Maç kazanamadığınız zaman eleştiri geliyor"".",LABEL_1,0.6322817206382751
"Mourinho’yu gönderecek para nerede gardaşım 

Ali zaten cebinden verdikleri yetti ",LABEL_1,0.7600720524787903
Telefonu kaldırıp atalım,LABEL_1,0.8137651085853577
"Zulme DUR DE

Birlik olup mücadele etmek şart

kürdistan rehine mossad amed interneti dhkpc uzay sanayii aş ankara'ya bengisu istihbarat amed erişim özel harekat barış alper yılmaz kaan ayhan içerden jose mourinho şehitlerimize Allah'tan",LABEL_1,0.6213647127151489
"Febenin klasikleşmiş ağlama olayları. Awk koskoca Mourinho yu da kendinizeebenzettiniz. Adam geldiğinden beri takıma konsantre olamıyor belliki, sürekli GS düşmanlığı pompalayan yoneticilerinizin eseri bu daha beter olmaaniz dileğiyle",LABEL_1,0.6287055611610413
"İzin verilsin barışı sağlayabilir

rehine ankara'ya bengisu istihbarat amed erişim özel harekat mossad amed interneti dhkpc uzay sanayii aş jose mourinho kürdistan  barış alper yılmaz kaan ayhan içerden chpkk devletimizin yanındayız",LABEL_1,0.6169819831848145
"#sonsayfa
Bruno Fernandes yokken Fb, Man.Utd'ı yenmeyecek de ne zaman yenecek? Mourinho'nun Samsunda puan bırakmasının sebebi bence bu maça çok daha fazla odaklanmış olması. Bir Gsli olarak Fb'ye ülke puanı açısından başarılar diliyorum.",LABEL_1,0.6352673768997192
Banada öyle geliyor ama yenmesin berabere bitsin Mourinho gider yoksa ,LABEL_1,0.8119983673095703
"BELGESEL | Teröristbaşı Abdullah Öcalan ve PKK yönetimi Kürt değildir!

İşte az bilinen gerçekler...",LABEL_1,0.8052942156791687
En büyük fıkra Mourinho fb'nin maç öncesi basın toplantısında İngiliz kulüpleriyle flört etmesi ve Porto'nun fb'den daha büyük olduğunu itiraf etmesi,LABEL_1,0.6113591194152832
Mourinho İngiltere'ye geri dönmek istiyormuş.,LABEL_1,0.7881444096565247
"Jose Mourinho futbolda hakem ve yayıncı adaletiyle yüzleşiyor..
@beINSPORTS
 
@beINSPORTSNews
 
@beINSPORTS_EN
 
@beINSPORTSUSA
 
@beinsports_FR",LABEL_1,0.6199040412902832
"Şu amk takımında 3 gol yediler. Bu adam bu ülkede kahraman hoca  Mourinho işi bilmez neyse çok yordu burası, yönetimde sığınaklara indi herhalde hocaya destek vs yok. Sayın Ali Koç siz kriz yönetemeyen bir yöneticisiniz. Ve asla Lider olamayacaksınız. Üzücü",LABEL_1,0.6320835947990417
Suan ki kadroda sorun yok bence. Bu takimin basina herhangi bi adami getirseydi yeterdi. Populistlik ugruna mourinho alindi,LABEL_1,0.6226829290390015
"Jose Mourinho: ""Harika sandığınız bazı oyuncular harika değiller. Bazen takım için kritik hatalar yapıyorlar.""

Mourinho aynı zamanda dev bir scout, oyuncuları nasıl değerlendirdiği fenerbahçeli oyuncuları izleyen diğer takımlar için bir veri. 

Mourinho kötü rapor veriyor bu",LABEL_1,0.616081714630127
"neden etik değil mesela?
jose osimheni arayıp imzalı formasını istese etik olmayacak mı?
Bu talebi Mourinho’ya çok mu görüyorsun?",LABEL_1,0.6239086389541626
" Erik ten Hag: ""Bazı sakat futbolcularımız var fakat elimizdeki oyuncular yeterli. Elimizden gelenin en iyisini yapacağız.""

 ""Jose Mourinho önderliğinde 35 bin ateşli taraftarın karşısında böyle bir teste hazır mısınız?""

 Erik ten Hag: ""Bizim oyuncularımız bu konuda",LABEL_1,0.6273094415664673
O zaman beyin ölümü gerçekleşmiş Mourinho'nun,LABEL_1,0.7100509405136108
Nasıl bir emir aldilarsa aq hepsi Mourinho götü kolluyor bugün. Aferin bu kafada devam edin bu sezon 2. De olamicaniz aq,LABEL_1,0.6333832144737244
"Bruno Genesio; sezona Jose Mourinho ile başladı, Carlo Ancelotti, Diego Simeone diye devam ediyor. Madrid’i komple yıktı. Ligue1’de Lens maçı garanti puan kaybını da yazalım şimdiden.",LABEL_1,0.6267387270927429
ya hasiltir ordan koskoca mourinho siz dediniz diye mi kovulacak,LABEL_1,0.6670478582382202
koskoca Mourinho yazmış bir de utanmadan LASKDLADÖLASKDLASKDLA sonra niye başarı gelmiyor. Kaloriferci dediğin adam gsye 10 kişi ile çaktı. Senin baba dediğin adam içerde 3 yedi,LABEL_1,0.6307559609413147
"“you think galatasaray again uefa KUP”

 Rezil rüsva ediyorsunuz ülkeyi abi İngilizce bilen muhabir bulamıyor musunuz gerçekten ya, biri mourinho’ya türkçe konuşur, diğeri A0 grammar ile UEFA başkanına soru sormayı dener, kafayı yersin",LABEL_1,0.6258251667022705
"Hz Mehdi ile ilgili önemli detay

Buna benzer çok fazla detay verilmiş

şehitlerimize Allah'tan kürdistan rehine ankara'ya bengisu istihbarat amed erişim özel harekat barış alper yılmaz mossad amed interneti dhkpc uzay sanayii aş Jose Mourinho",LABEL_1,0.6222413778305054
Çok doğru adımlar atılıyor diye Ali Koç övüyordunuz ne oldu? Tek suçlu Mourinho mu? Bu kaçıncı? En kolayını yapıp hocaya ihale ediyorsunuz.Fenerbahçe medyası zaten belli üstüne sizin tavrınız çok yazık. Güç kimdeyse onu pek eleştirmeyin sonra vurun hocaya... böyle devam Erdal Bey,LABEL_1,0.62759929895401
"Jose Mourinho: ""Fenerbahçe o yıl Manchester United'ı yenmişti, Manchester United da Old Trafford'da Fenerbahçe'yi 3-0 yenmişti. Manchester United, o yıl Avrupa Ligi'ni kazanmıştı. Teknik direktörleri de bendim.""",LABEL_1,0.6321561336517334
Senin bu düşündüğünü Mourinho düşünemiyorsa okan buruk onu daha çook donunda sallar,LABEL_1,0.8104338645935059
"Dzeko, Saint-Maximin, Fred, Amrabat, Dusan Tadic, Caglar Soyuncu, Cengiz Under, Mourinho. since when?!",LABEL_1,0.6249402761459351
Hahahahaha :D mourinho kovmayi kovalamak da ayri bi seviye,LABEL_1,0.744430661201477
Çare kocaman Mourinho tutmadı,LABEL_1,0.5390645265579224
Karısını unutmamış. Üst üste koyacağız da şu ag akbabası çöktü gitmiyor,LABEL_1,0.731281578540802
